Date,City,Dept,Product,Sale,Prediction,Type,,Difference
11-09-2014,C,Mens Lower,15356,1,20,History,,-19
11-09-2014,A,Mens Lower,15357,7,10,History,,-3
11-09-2014,B,Mens Lower,15357,6,6,History,,0
11-09-2014,C,Mens Lower,15357,0,19,History,,-19
11-09-2014,A,Mens Lower,25943,22,39,History,,-17
11-09-2014,B,Mens Lower,25943,25,62,History,,-37
11-09-2014,C,Mens Lower,25943,21,32,History,,-11
11-09-2014,A,Mens Lower,52,1,7,History,,-6
11-09-2014,B,Mens Lower,52,11,23,History,,-12
11-09-2014,C,Mens Lower,52,3,6,History,,-3
11-09-2014,A,Mens Upper,20,0,0,History,,0
11-09-2014,A,Mens Upper,2885,0,0,History,,0
11-09-2014,C,Mens Upper,2885,0,0,History,,0
11-09-2014,A,Mens Upper,2886,0,1,History,,-1
11-09-2014,B,Mens Upper,2886,0,0,History,,0
11-09-2014,C,Mens Upper,2886,0,1,History,,-1
11-09-2014,A,Mens Upper,2887,0,1,History,,-1
11-09-2014,B,Mens Upper,2887,0,2,History,,-2
11-09-2014,C,Mens Upper,2887,0,0,History,,0
11-09-2014,A,Mens Upper,19453,0,8,History,,-8
11-09-2014,B,Mens Upper,19453,0,11,History,,-11
11-09-2014,C,Mens Upper,19453,0,3,History,,-3
11-09-2014,A,Mens Upper,2598,0,5,History,,-5
11-09-2014,B,Mens Upper,2598,0,22,History,,-22
11-09-2014,C,Mens Upper,2598,0,7,History,,-7
11-09-2014,A,Mens Upper,2599,0,16,History,,-16
11-09-2014,B,Mens Upper,2599,10,40,History,,-30
11-09-2014,C,Mens Upper,2599,0,7,History,,-7
11-09-2014,A,Mens Upper,2600,0,12,History,,-12
11-09-2014,B,Mens Upper,2600,7,27,History,,-20
11-09-2014,C,Mens Upper,2600,0,1,History,,-1
11-09-2014,A,Mens Upper,2601,0,1,History,,-1
11-09-2014,B,Mens Upper,2601,0,2,History,,-2
11-09-2014,C,Mens Upper,2601,0,1,History,,-1
11-09-2014,A,Mens Upper,2724,0,20,History,,-20
11-09-2014,B,Mens Upper,2724,8,56,History,,-48
11-09-2014,C,Mens Upper,2724,0,1,History,,-1
11-09-2014,A,Mens Upper,2725,2,22,History,,-20
11-09-2014,B,Mens Upper,2725,6,50,History,,-44
11-09-2014,C,Mens Upper,2725,0,25,History,,-25
11-09-2014,A,Mens Upper,2726,0,0,History,,0
11-09-2014,B,Mens Upper,2726,0,9,History,,-9
11-09-2014,C,Mens Upper,2726,0,2,History,,-2
11-09-2014,A,Mens Upper,29362,0,2,History,,-2
11-09-2014,B,Mens Upper,29362,0,31,History,,-31
11-09-2014,C,Mens Upper,29362,0,0,History,,0
11-09-2014,A,Mens Upper,63,0,31,History,,-31
11-09-2014,B,Mens Upper,63,6,117,History,,-111
11-09-2014,C,Mens Upper,63,0,6,History,,-6
14-09-2014,C,Footwear Mens,17295,0,0,History,,0
14-09-2014,A,Footwear Mens,17298,0,0,History,,0
14-09-2014,C,Footwear Mens,17298,1,1,History,,0
14-09-2014,C,Footwear Mens,17300,0,0,History,,0
14-09-2014,A,Home Furnishing,17514,0,0,History,,0
14-09-2014,C,Home Furnishing,17514,0,0,History,,0
14-09-2014,A,Home Furnishing,17515,0,1,History,,-1
14-09-2014,C,Home Furnishing,17515,0,3,History,,-3
14-09-2014,A,Home Furnishing,17516,0,0,History,,0
14-09-2014,C,Home Furnishing,17516,0,0,History,,0
14-09-2014,A,Home Furnishing,17517,0,0,History,,0
14-09-2014,C,Home Furnishing,17517,0,0,History,,0
14-09-2014,A,Home Furnishing,17518,0,0,History,,0
14-09-2014,C,Home Furnishing,17518,0,0,History,,0
14-09-2014,A,Home Furnishing,17540,0,0,History,,0
14-09-2014,C,Home Furnishing,17540,1,1,History,,0
14-09-2014,A,Home Furnishing,243,0,0,History,,0
14-09-2014,C,Home Furnishing,243,0,0,History,,0
14-09-2014,A,Home Furnishing,34327,0,0,History,,0
14-09-2014,C,Home Furnishing,34327,5,5,History,,0
14-09-2014,A,Infant W-Wear,13245,0,0,History,,0
14-09-2014,C,Infant W-Wear,13245,1,0,History,,1
14-09-2014,A,Infant W-Wear,13246,0,0,History,,0
14-09-2014,C,Infant W-Wear,13246,0,0,History,,0
14-09-2014,A,Infant W-Wear,13247,0,0,History,,0
14-09-2014,A,Infant W-Wear,13248,0,0,History,,0
14-09-2014,A,Infant W-Wear,26947,0,0,History,,0
14-09-2014,C,Infant W-Wear,26947,0,0,History,,0
14-09-2014,A,Ladies Lower,15663,0,1,History,,-1
14-09-2014,C,Ladies Lower,15663,0,0,History,,0
14-09-2014,A,Ladies Lower,15664,0,2,History,,-2
14-09-2014,C,Ladies Lower,15664,0,0,History,,0
14-09-2014,A,Ladies Lower,15665,0,0,History,,0
14-09-2014,C,Ladies Lower,15665,0,0,History,,0
14-09-2014,A,Ladies Lower,15666,0,0,History,,0
14-09-2014,C,Ladies Lower,15666,0,1,History,,-1
14-09-2014,A,Ladies Lower,15667,0,4,History,,-4
14-09-2014,C,Ladies Lower,15667,1,2,History,,-1
14-09-2014,A,Ladies Lower,18108,0,2,History,,-2
14-09-2014,C,Ladies Lower,18108,1,1,History,,0
14-09-2014,A,Ladies Lower,44,0,1,History,,-1
14-09-2014,C,Ladies Lower,44,0,0,History,,0
14-09-2014,A,Ladies Upper,2871,0,10,History,,-10
14-09-2014,C,Ladies Upper,2871,7,10,History,,-3
14-09-2014,A,Ladies Upper,2875,0,5,History,,-5
14-09-2014,C,Ladies Upper,2875,13,12,History,,1
14-09-2014,A,Ladies Upper,2876,0,13,History,,-13
14-09-2014,C,Ladies Upper,2876,2,3,History,,-1
14-09-2014,A,Ladies Upper,2877,0,9,History,,-9
14-09-2014,C,Ladies Upper,2877,2,3,History,,-1
14-09-2014,A,Ladies Upper,2878,0,0,History,,0
14-09-2014,C,Ladies Upper,2878,27,16,History,,11
14-09-2014,A,Ladies Upper,2879,0,0,History,,0
14-09-2014,C,Ladies Upper,2879,1,1,History,,0
14-09-2014,A,Ladies Upper,2880,0,2,History,,-2
14-09-2014,C,Ladies Upper,2880,0,1,History,,-1
14-09-2014,A,Ladies Upper,33260,0,0,History,,0
14-09-2014,C,Ladies Upper,33260,0,0,History,,0
14-09-2014,A,Mens Lower,15350,0,1,History,,-1
14-09-2014,C,Mens Lower,15350,0,1,History,,-1
14-09-2014,A,Mens Lower,15352,0,0,History,,0
14-09-2014,C,Mens Lower,15352,4,8,History,,-4
14-09-2014,A,Mens Lower,15353,0,0,History,,0
14-09-2014,C,Mens Lower,15353,7,6,History,,1
14-09-2014,A,Mens Lower,15355,0,6,History,,-6
14-09-2014,C,Mens Lower,15355,3,2,History,,1
14-09-2014,A,Mens Lower,15356,0,0,History,,0
14-09-2014,C,Mens Lower,15356,4,5,History,,-1
14-09-2014,A,Mens Lower,15357,0,5,History,,-5
14-09-2014,C,Mens Lower,15357,2,7,History,,-5
14-09-2014,A,Mens Lower,25943,0,7,History,,-7
14-09-2014,C,Mens Lower,25943,14,18,History,,-4
14-09-2014,A,Mens Lower,52,0,3,History,,-3
14-09-2014,C,Mens Lower,52,3,4,History,,-1
14-09-2014,A,Mens Upper,20,0,0,History,,0
14-09-2014,A,Mens Upper,2885,0,1,History,,-1
14-09-2014,C,Mens Upper,2885,0,2,History,,-2
14-09-2014,A,Mens Upper,2886,0,1,History,,-1
14-09-2014,C,Mens Upper,2886,0,1,History,,-1
14-09-2014,A,Mens Upper,2887,0,1,History,,-1
14-09-2014,C,Mens Upper,2887,0,1,History,,-1
14-09-2014,A,Mens Upper,19453,0,0,History,,0
14-09-2014,C,Mens Upper,19453,3,2,History,,1
14-09-2014,A,Mens Upper,2598,0,5,History,,-5
14-09-2014,C,Mens Upper,2598,5,8,History,,-3
14-09-2014,A,Mens Upper,2599,0,0,History,,0
14-09-2014,C,Mens Upper,2599,13,11,History,,2
14-09-2014,A,Mens Upper,2600,0,5,History,,-5
14-09-2014,C,Mens Upper,2600,1,2,History,,-1
14-09-2014,A,Mens Upper,2601,0,2,History,,-2
14-09-2014,C,Mens Upper,2601,0,0,History,,0
14-09-2014,A,Mens Upper,2724,0,0,History,,0
14-09-2014,C,Mens Upper,2724,6,7,History,,-1
14-09-2014,A,Mens Upper,2725,0,11,History,,-11
14-09-2014,C,Mens Upper,2725,13,10,History,,3
14-09-2014,A,Mens Upper,2726,0,0,History,,0
14-09-2014,C,Mens Upper,2726,6,5,History,,1
14-09-2014,A,Mens Upper,29362,0,0,History,,0
14-09-2014,C,Mens Upper,29362,13,0,History,,13
14-09-2014,A,Mens Upper,63,0,0,History,,0
14-09-2014,C,Mens Upper,63,26,26,History,,0
21-09-2014,C,Footwear Mens,17295,0,0,History,,0
21-09-2014,A,Footwear Mens,17298,2,1,History,,1
21-09-2014,B,Footwear Mens,17298,1,1,History,,0
21-09-2014,C,Footwear Mens,17298,0,2,History,,-2
21-09-2014,C,Footwear Mens,17300,1,1,History,,0
21-09-2014,A,Home Furnishing,17514,0,0,History,,0
21-09-2014,B,Home Furnishing,17514,6,6,History,,0
21-09-2014,C,Home Furnishing,17514,0,1,History,,-1
21-09-2014,A,Home Furnishing,17515,0,0,History,,0
21-09-2014,B,Home Furnishing,17515,3,3,History,,0
21-09-2014,C,Home Furnishing,17515,0,0,History,,0
21-09-2014,A,Home Furnishing,17516,0,0,History,,0
21-09-2014,B,Home Furnishing,17516,3,3,History,,0
21-09-2014,C,Home Furnishing,17516,0,0,History,,0
21-09-2014,A,Home Furnishing,17517,0,0,History,,0
21-09-2014,C,Home Furnishing,17517,0,0,History,,0
21-09-2014,A,Home Furnishing,17518,6,2,History,,4
21-09-2014,C,Home Furnishing,17518,0,1,History,,-1
21-09-2014,A,Home Furnishing,17540,2,2,History,,0
21-09-2014,C,Home Furnishing,17540,0,0,History,,0
21-09-2014,A,Home Furnishing,243,2,1,History,,1
21-09-2014,B,Home Furnishing,243,1,1,History,,0
21-09-2014,C,Home Furnishing,243,0,0,History,,0
21-09-2014,A,Home Furnishing,34327,2,3,History,,-1
21-09-2014,B,Home Furnishing,34327,1,1,History,,0
21-09-2014,C,Home Furnishing,34327,2,2,History,,0
21-09-2014,A,Infant W-Wear,13245,11,5,History,,6
21-09-2014,B,Infant W-Wear,13245,18,18,History,,0
21-09-2014,C,Infant W-Wear,13245,0,0,History,,0
21-09-2014,A,Infant W-Wear,13246,0,0,History,,0
21-09-2014,C,Infant W-Wear,13246,0,0,History,,0
21-09-2014,A,Infant W-Wear,13247,0,0,History,,0
21-09-2014,A,Infant W-Wear,13248,0,0,History,,0
21-09-2014,A,Infant W-Wear,26947,0,0,History,,0
21-09-2014,C,Infant W-Wear,26947,0,0,History,,0
21-09-2014,A,Ladies Lower,15663,1,0,History,,1
21-09-2014,C,Ladies Lower,15663,0,0,History,,0
21-09-2014,A,Ladies Lower,15664,7,3,History,,4
21-09-2014,B,Ladies Lower,15664,11,11,History,,0
21-09-2014,C,Ladies Lower,15664,0,1,History,,-1
21-09-2014,A,Ladies Lower,15665,0,0,History,,0
21-09-2014,C,Ladies Lower,15665,0,0,History,,0
21-09-2014,A,Ladies Lower,15666,0,1,History,,-1
21-09-2014,B,Ladies Lower,15666,6,6,History,,0
21-09-2014,C,Ladies Lower,15666,0,0,History,,0
21-09-2014,A,Ladies Lower,15667,10,7,History,,3
21-09-2014,B,Ladies Lower,15667,13,13,History,,0
21-09-2014,C,Ladies Lower,15667,3,3,History,,0
21-09-2014,A,Ladies Lower,18108,0,1,History,,-1
21-09-2014,C,Ladies Lower,18108,0,0,History,,0
21-09-2014,A,Ladies Lower,44,0,0,History,,0
21-09-2014,C,Ladies Lower,44,0,1,History,,-1
21-09-2014,A,Ladies Upper,2871,31,7,History,,24
21-09-2014,B,Ladies Upper,2871,27,27,History,,0
21-09-2014,C,Ladies Upper,2871,21,17,History,,4
21-09-2014,A,Ladies Upper,2875,31,4,History,,27
21-09-2014,B,Ladies Upper,2875,83,83,History,,0
21-09-2014,C,Ladies Upper,2875,13,10,History,,3
21-09-2014,A,Ladies Upper,2876,7,7,History,,0
21-09-2014,B,Ladies Upper,2876,29,29,History,,0
21-09-2014,C,Ladies Upper,2876,4,5,History,,-1
21-09-2014,A,Ladies Upper,2877,1,3,History,,-2
21-09-2014,B,Ladies Upper,2877,23,23,History,,0
21-09-2014,C,Ladies Upper,2877,0,2,History,,-2
21-09-2014,A,Ladies Upper,2878,51,17,History,,34
21-09-2014,B,Ladies Upper,2878,2,2,History,,0
21-09-2014,C,Ladies Upper,2878,14,18,History,,-4
21-09-2014,A,Ladies Upper,2879,0,0,History,,0
21-09-2014,C,Ladies Upper,2879,0,0,History,,0
21-09-2014,A,Ladies Upper,2880,0,1,History,,-1
21-09-2014,C,Ladies Upper,2880,0,0,History,,0
21-09-2014,A,Ladies Upper,33260,0,0,History,,0
21-09-2014,B,Ladies Upper,33260,3,3,History,,0
21-09-2014,C,Ladies Upper,33260,0,0,History,,0
21-09-2014,A,Mens Lower,15350,3,0,History,,3
21-09-2014,B,Mens Lower,15350,7,7,History,,0
21-09-2014,C,Mens Lower,15350,5,1,History,,4
21-09-2014,A,Mens Lower,15352,18,5,History,,13
21-09-2014,B,Mens Lower,15352,2,2,History,,0
21-09-2014,C,Mens Lower,15352,3,2,History,,1
21-09-2014,A,Mens Lower,15353,6,0,History,,6
21-09-2014,B,Mens Lower,15353,13,13,History,,0
21-09-2014,C,Mens Lower,15353,11,9,History,,2
21-09-2014,A,Mens Lower,15355,12,11,History,,1
21-09-2014,B,Mens Lower,15355,4,4,History,,0
21-09-2014,C,Mens Lower,15355,2,1,History,,1
21-09-2014,A,Mens Lower,15356,6,2,History,,4
21-09-2014,B,Mens Lower,15356,24,24,History,,0
21-09-2014,C,Mens Lower,15356,13,8,History,,5
21-09-2014,A,Mens Lower,15357,8,7,History,,1
21-09-2014,C,Mens Lower,15357,4,0,History,,4
21-09-2014,A,Mens Lower,25943,27,18,History,,9
21-09-2014,B,Mens Lower,25943,50,50,History,,0
21-09-2014,C,Mens Lower,25943,19,18,History,,1
21-09-2014,A,Mens Lower,52,6,6,History,,0
21-09-2014,B,Mens Lower,52,8,8,History,,0
21-09-2014,C,Mens Lower,52,6,3,History,,3
21-09-2014,A,Mens Upper,20,0,0,History,,0
21-09-2014,A,Mens Upper,2885,3,1,History,,2
21-09-2014,C,Mens Upper,2885,0,1,History,,-1
21-09-2014,A,Mens Upper,2886,1,0,History,,1
21-09-2014,C,Mens Upper,2886,1,0,History,,1
21-09-2014,A,Mens Upper,2887,1,0,History,,1
21-09-2014,B,Mens Upper,2887,1,1,History,,0
21-09-2014,C,Mens Upper,2887,0,0,History,,0
21-09-2014,A,Mens Upper,19453,17,9,History,,8
21-09-2014,B,Mens Upper,19453,7,7,History,,0
21-09-2014,C,Mens Upper,19453,1,2,History,,-1
21-09-2014,A,Mens Upper,2598,29,16,History,,13
21-09-2014,B,Mens Upper,2598,10,10,History,,0
21-09-2014,C,Mens Upper,2598,3,2,History,,1
21-09-2014,A,Mens Upper,2599,82,24,History,,58
21-09-2014,B,Mens Upper,2599,48,48,History,,0
21-09-2014,C,Mens Upper,2599,35,24,History,,11
21-09-2014,A,Mens Upper,2600,37,20,History,,17
21-09-2014,B,Mens Upper,2600,53,53,History,,0
21-09-2014,C,Mens Upper,2600,3,3,History,,0
21-09-2014,A,Mens Upper,2601,0,4,History,,-4
21-09-2014,B,Mens Upper,2601,1,1,History,,0
21-09-2014,C,Mens Upper,2601,0,2,History,,-2
21-09-2014,A,Mens Upper,2724,80,24,History,,56
21-09-2014,B,Mens Upper,2724,69,69,History,,0
21-09-2014,C,Mens Upper,2724,9,3,History,,6
21-09-2014,A,Mens Upper,2725,112,43,History,,69
21-09-2014,B,Mens Upper,2725,76,76,History,,0
21-09-2014,C,Mens Upper,2725,12,15,History,,-3
21-09-2014,A,Mens Upper,2726,4,1,History,,3
21-09-2014,B,Mens Upper,2726,25,25,History,,0
21-09-2014,C,Mens Upper,2726,1,3,History,,-2
21-09-2014,A,Mens Upper,29362,18,0,History,,18
21-09-2014,B,Mens Upper,29362,12,12,History,,0
21-09-2014,C,Mens Upper,29362,3,3,History,,0
21-09-2014,A,Mens Upper,63,165,87,History,,78
21-09-2014,B,Mens Upper,63,132,132,History,,0
21-09-2014,C,Mens Upper,63,30,27,History,,3
28-09-2014,C,Footwear Mens,17295,0,0,History,,0
28-09-2014,A,Footwear Mens,17298,5,3,History,,2
28-09-2014,B,Footwear Mens,17298,10,10,History,,0
28-09-2014,C,Footwear Mens,17298,0,0,History,,0
28-09-2014,C,Footwear Mens,17300,0,0,History,,0
28-09-2014,A,Home Furnishing,17514,4,2,History,,2
28-09-2014,B,Home Furnishing,17514,6,6,History,,0
28-09-2014,C,Home Furnishing,17514,0,0,History,,0
28-09-2014,A,Home Furnishing,17515,1,0,History,,1
28-09-2014,B,Home Furnishing,17515,2,2,History,,0
28-09-2014,C,Home Furnishing,17515,0,1,History,,-1
28-09-2014,A,Home Furnishing,17516,1,0,History,,1
28-09-2014,B,Home Furnishing,17516,1,1,History,,0
28-09-2014,C,Home Furnishing,17516,0,0,History,,0
28-09-2014,A,Home Furnishing,17517,0,1,History,,-1
28-09-2014,C,Home Furnishing,17517,0,0,History,,0
28-09-2014,A,Home Furnishing,17518,17,9,History,,8
28-09-2014,C,Home Furnishing,17518,0,1,History,,-1
28-09-2014,A,Home Furnishing,17540,7,7,History,,0
28-09-2014,B,Home Furnishing,17540,1,1,History,,0
28-09-2014,C,Home Furnishing,17540,0,0,History,,0
28-09-2014,A,Home Furnishing,243,1,0,History,,1
28-09-2014,B,Home Furnishing,243,3,3,History,,0
28-09-2014,C,Home Furnishing,243,1,1,History,,0
28-09-2014,A,Home Furnishing,34327,1,2,History,,-1
28-09-2014,B,Home Furnishing,34327,6,6,History,,0
28-09-2014,C,Home Furnishing,34327,4,3,History,,1
28-09-2014,A,Infant W-Wear,13245,29,19,History,,10
28-09-2014,B,Infant W-Wear,13245,70,70,History,,0
28-09-2014,C,Infant W-Wear,13245,1,4,History,,-3
28-09-2014,A,Infant W-Wear,13246,0,0,History,,0
28-09-2014,C,Infant W-Wear,13246,0,0,History,,0
28-09-2014,A,Infant W-Wear,13247,0,0,History,,0
28-09-2014,A,Infant W-Wear,13248,0,0,History,,0
28-09-2014,A,Infant W-Wear,26947,0,2,History,,-2
28-09-2014,C,Infant W-Wear,26947,0,0,History,,0
28-09-2014,A,Ladies Lower,15663,0,1,History,,-1
28-09-2014,B,Ladies Lower,15663,2,2,History,,0
28-09-2014,C,Ladies Lower,15663,0,0,History,,0
28-09-2014,A,Ladies Lower,15664,26,10,History,,16
28-09-2014,B,Ladies Lower,15664,40,40,History,,0
28-09-2014,C,Ladies Lower,15664,3,1,History,,2
28-09-2014,A,Ladies Lower,15665,0,0,History,,0
28-09-2014,B,Ladies Lower,15665,7,7,History,,0
28-09-2014,C,Ladies Lower,15665,0,0,History,,0
28-09-2014,A,Ladies Lower,15666,3,1,History,,2
28-09-2014,B,Ladies Lower,15666,15,15,History,,0
28-09-2014,C,Ladies Lower,15666,1,1,History,,0
28-09-2014,A,Ladies Lower,15667,19,11,History,,8
28-09-2014,B,Ladies Lower,15667,79,79,History,,0
28-09-2014,C,Ladies Lower,15667,3,3,History,,0
28-09-2014,A,Ladies Lower,18108,4,1,History,,3
28-09-2014,C,Ladies Lower,18108,1,1,History,,0
28-09-2014,A,Ladies Lower,44,0,0,History,,0
28-09-2014,C,Ladies Lower,44,0,0,History,,0
28-09-2014,A,Ladies Upper,2871,96,29,History,,67
28-09-2014,B,Ladies Upper,2871,99,99,History,,0
28-09-2014,C,Ladies Upper,2871,15,18,History,,-3
28-09-2014,A,Ladies Upper,2875,39,22,History,,17
28-09-2014,B,Ladies Upper,2875,173,173,History,,0
28-09-2014,C,Ladies Upper,2875,11,5,History,,6
28-09-2014,A,Ladies Upper,2876,8,3,History,,5
28-09-2014,B,Ladies Upper,2876,34,34,History,,0
28-09-2014,C,Ladies Upper,2876,9,5,History,,4
28-09-2014,A,Ladies Upper,2877,10,7,History,,3
28-09-2014,B,Ladies Upper,2877,59,59,History,,0
28-09-2014,C,Ladies Upper,2877,5,4,History,,1
28-09-2014,A,Ladies Upper,2878,51,30,History,,21
28-09-2014,B,Ladies Upper,2878,2,2,History,,0
28-09-2014,C,Ladies Upper,2878,21,7,History,,14
28-09-2014,A,Ladies Upper,2879,0,0,History,,0
28-09-2014,C,Ladies Upper,2879,0,0,History,,0
28-09-2014,A,Ladies Upper,2880,0,1,History,,-1
28-09-2014,B,Ladies Upper,2880,1,1,History,,0
28-09-2014,C,Ladies Upper,2880,0,0,History,,0
28-09-2014,A,Ladies Upper,33260,0,0,History,,0
28-09-2014,B,Ladies Upper,33260,13,13,History,,0
28-09-2014,C,Ladies Upper,33260,0,0,History,,0
28-09-2014,A,Mens Lower,15350,4,1,History,,3
28-09-2014,B,Mens Lower,15350,43,43,History,,0
28-09-2014,C,Mens Lower,15350,6,5,History,,1
28-09-2014,A,Mens Lower,15352,19,14,History,,5
28-09-2014,B,Mens Lower,15352,35,35,History,,0
28-09-2014,C,Mens Lower,15352,8,6,History,,2
28-09-2014,A,Mens Lower,15353,20,4,History,,16
28-09-2014,B,Mens Lower,15353,110,110,History,,0
28-09-2014,C,Mens Lower,15353,7,4,History,,3
28-09-2014,A,Mens Lower,15355,34,22,History,,12
28-09-2014,B,Mens Lower,15355,30,30,History,,0
28-09-2014,C,Mens Lower,15355,3,3,History,,0
28-09-2014,A,Mens Lower,15356,14,7,History,,7
28-09-2014,B,Mens Lower,15356,76,76,History,,0
28-09-2014,C,Mens Lower,15356,8,9,History,,-1
28-09-2014,A,Mens Lower,15357,9,8,History,,1
28-09-2014,B,Mens Lower,15357,8,8,History,,0
28-09-2014,C,Mens Lower,15357,5,7,History,,-2
28-09-2014,A,Mens Lower,25943,60,30,History,,30
28-09-2014,B,Mens Lower,25943,287,287,History,,0
28-09-2014,C,Mens Lower,25943,20,19,History,,1
28-09-2014,A,Mens Lower,52,13,6,History,,7
28-09-2014,B,Mens Lower,52,89,89,History,,0
28-09-2014,C,Mens Lower,52,3,4,History,,-1
28-09-2014,A,Mens Upper,20,0,0,History,,0
28-09-2014,A,Mens Upper,2885,3,4,History,,-1
28-09-2014,C,Mens Upper,2885,6,5,History,,1
28-09-2014,A,Mens Upper,2886,0,0,History,,0
28-09-2014,B,Mens Upper,2886,0,0,History,,0
28-09-2014,C,Mens Upper,2886,2,0,History,,2
28-09-2014,A,Mens Upper,2887,1,0,History,,1
28-09-2014,B,Mens Upper,2887,12,12,History,,0
28-09-2014,C,Mens Upper,2887,2,5,History,,-3
28-09-2014,A,Mens Upper,19453,15,8,History,,7
28-09-2014,B,Mens Upper,19453,61,61,History,,0
28-09-2014,C,Mens Upper,19453,1,2,History,,-1
28-09-2014,A,Mens Upper,2598,15,3,History,,12
28-09-2014,B,Mens Upper,2598,110,110,History,,0
28-09-2014,C,Mens Upper,2598,4,2,History,,2
28-09-2014,A,Mens Upper,2599,27,21,History,,6
28-09-2014,B,Mens Upper,2599,140,140,History,,0
28-09-2014,C,Mens Upper,2599,16,21,History,,-5
28-09-2014,A,Mens Upper,2600,51,24,History,,27
28-09-2014,B,Mens Upper,2600,88,88,History,,0
28-09-2014,C,Mens Upper,2600,3,4,History,,-1
28-09-2014,A,Mens Upper,2601,0,1,History,,-1
28-09-2014,B,Mens Upper,2601,9,9,History,,0
28-09-2014,C,Mens Upper,2601,1,1,History,,0
28-09-2014,A,Mens Upper,2724,86,45,History,,41
28-09-2014,B,Mens Upper,2724,221,221,History,,0
28-09-2014,C,Mens Upper,2724,16,15,History,,1
28-09-2014,A,Mens Upper,2725,83,60,History,,23
28-09-2014,B,Mens Upper,2725,229,229,History,,0
28-09-2014,C,Mens Upper,2725,22,18,History,,4
28-09-2014,A,Mens Upper,2726,6,0,History,,6
28-09-2014,B,Mens Upper,2726,47,47,History,,0
28-09-2014,C,Mens Upper,2726,4,3,History,,1
28-09-2014,A,Mens Upper,29362,46,19,History,,27
28-09-2014,B,Mens Upper,29362,147,147,History,,0
28-09-2014,C,Mens Upper,29362,11,0,History,,11
28-09-2014,A,Mens Upper,63,118,89,History,,29
28-09-2014,B,Mens Upper,63,406,406,History,,0
28-09-2014,C,Mens Upper,63,37,46,History,,-9
08-10-2014,C,Footwear Mens,17295,0,0,History,,0
08-10-2014,A,Footwear Mens,17298,0,0,History,,0
08-10-2014,C,Footwear Mens,17298,0,1,History,,-1
08-10-2014,C,Footwear Mens,17300,0,0,History,,0
08-10-2014,A,Home Furnishing,17514,12,4,History,,8
08-10-2014,C,Home Furnishing,17514,5,1,History,,4
08-10-2014,A,Home Furnishing,17515,7,2,History,,5
08-10-2014,C,Home Furnishing,17515,2,2,History,,0
08-10-2014,A,Home Furnishing,17516,3,2,History,,1
08-10-2014,C,Home Furnishing,17516,0,0,History,,0
08-10-2014,A,Home Furnishing,17517,0,1,History,,-1
08-10-2014,C,Home Furnishing,17517,0,0,History,,0
08-10-2014,A,Home Furnishing,17518,0,3,History,,-3
08-10-2014,C,Home Furnishing,17518,4,2,History,,2
08-10-2014,A,Home Furnishing,17540,2,2,History,,0
08-10-2014,C,Home Furnishing,17540,3,3,History,,0
08-10-2014,A,Home Furnishing,243,0,0,History,,0
08-10-2014,C,Home Furnishing,243,0,1,History,,-1
08-10-2014,A,Home Furnishing,34327,1,2,History,,-1
08-10-2014,C,Home Furnishing,34327,11,9,History,,2
08-10-2014,A,Infant W-Wear,13245,0,0,History,,0
08-10-2014,C,Infant W-Wear,13245,1,1,History,,0
08-10-2014,A,Infant W-Wear,13246,0,0,History,,0
08-10-2014,C,Infant W-Wear,13246,0,0,History,,0
08-10-2014,A,Infant W-Wear,13247,0,0,History,,0
08-10-2014,A,Infant W-Wear,13248,0,0,History,,0
08-10-2014,A,Infant W-Wear,26947,0,0,History,,0
08-10-2014,C,Infant W-Wear,26947,0,0,History,,0
08-10-2014,A,Ladies Lower,15663,4,2,History,,2
08-10-2014,C,Ladies Lower,15663,1,2,History,,-1
08-10-2014,A,Ladies Lower,15664,5,12,History,,-7
08-10-2014,C,Ladies Lower,15664,5,7,History,,-2
08-10-2014,A,Ladies Lower,15665,0,1,History,,-1
08-10-2014,C,Ladies Lower,15665,0,0,History,,0
08-10-2014,A,Ladies Lower,15666,3,4,History,,-1
08-10-2014,C,Ladies Lower,15666,0,1,History,,-1
08-10-2014,A,Ladies Lower,15667,23,32,History,,-9
08-10-2014,C,Ladies Lower,15667,6,9,History,,-3
08-10-2014,A,Ladies Lower,18108,1,0,History,,1
08-10-2014,C,Ladies Lower,18108,0,0,History,,0
08-10-2014,A,Ladies Lower,44,0,0,History,,0
08-10-2014,C,Ladies Lower,44,0,0,History,,0
08-10-2014,A,Ladies Upper,2871,25,35,History,,-10
08-10-2014,C,Ladies Upper,2871,48,42,History,,6
08-10-2014,A,Ladies Upper,2875,41,82,History,,-41
08-10-2014,C,Ladies Upper,2875,19,53,History,,-34
08-10-2014,A,Ladies Upper,2876,25,42,History,,-17
08-10-2014,C,Ladies Upper,2876,11,11,History,,0
08-10-2014,A,Ladies Upper,2877,10,21,History,,-11
08-10-2014,C,Ladies Upper,2877,6,3,History,,3
08-10-2014,A,Ladies Upper,2878,39,44,History,,-5
08-10-2014,C,Ladies Upper,2878,36,27,History,,9
08-10-2014,A,Ladies Upper,2879,0,0,History,,0
08-10-2014,C,Ladies Upper,2879,0,0,History,,0
08-10-2014,A,Ladies Upper,2880,4,7,History,,-3
08-10-2014,C,Ladies Upper,2880,0,0,History,,0
08-10-2014,A,Ladies Upper,33260,0,0,History,,0
08-10-2014,C,Ladies Upper,33260,0,0,History,,0
